anger		2017-03-02 21:51:16 +0100	837404962846048258		@GRYNDHOUSZ	en	GRYNDHOUSZ	#WOMEN are not complicated,they #HATE LIARS.CHEATERS,LITTLE DICKS,LAZY BUMS,DEAD BEATS,SLOBBERY HEAD,ABUSERS & JEALOUSY...that simple:)	-1;-1	n/a	[]
anger	#anger	2017-04-20 17:13:26 +0200	855076952067239936		@Riffian_	en	Lucas Hughes🇺🇸	Trying not to lose my shit right now. I hate being angry all the time. #anger	-1;-1	n/a	[]
anger	#hate	2017-02-06 19:40:35 +0100	828674769688076288		@TheMegGreig	en	Megan Greig	I spend the entire day listening to cute love songs but it's kinda too bad that I #hate all #boy(s)	-1;-1	n/a	[]
anger		2016-11-21 21:06:37 +0100	800792554480484352		@UniverSoulL0ve	en	Universe_Soul_Love	Florida DID NOT have any #healthcare, for the poor, The majority of the ppl.. white, until second term. Your #hate… https://t.co/y8Z7avqpKO	-1;-1	n/a	[]
anger		2017-04-29 15:30:04 +0200	858312430505664512		@jaywaymusic1	en	jay	GET FUCKING CRAZY https://t.co/JYfE3e030N #EDM #afrojack #Banger #RAVE #RAGE #MASSIVE #tomorrowland	-1;-1	n/a	[]
anger	#hate	2017-01-23 03:01:24 +0100	823349887748153345		@BrianGal27	en	Bry Gal	I hate that I can't hate the Pats because of McCourty, Ryan, and Harmon... and that makes me hate them. It's a vicious circle, y'all. #hate	-1;-1	n/a	[]
anger		2016-12-01 22:01:57 +0100	804430357596672000		@AMikeLeo	en	M	Some people are going mad this woman said Obama saide you can go vote twice@how stupid can you be#hate people in this world help us lord	-1;-1	n/a	[]
anger	#hatred	2016-08-28 13:21:33 +0200	769857446546378752		@LibDemsTameside	en	Tameside Lib Dems	@CarperJones @pperrin @Nigel_Farage #hatred your turn?! Rather pathetic UKIP have to name call to TRY and prove a point.	-1;-1	n/a
anger		2016-12-02 09:38:11 +0100	804605569357250560		@CoolBasket411	en	BasketofCoolness	Civil rights group documents nearly 900 hate incidents after presidential election https://t.co/ZG4g0Z5XdB #racism #hate	-1;-1	n/a	[]
anger		2016-08-01 10:47:42 +0200	760034258375340033		@Cr1t1calTh1nk3r	en	CriticalThinker	Muslims go crazy during anti islamic movie in sweden https://t.co/A3cra84cIL via and no surprise a #feminist loves it she #hate #freedom	-1;-1	n/a	[]
anger		2016-11-05 01:33:48 +0100	794699196939063296		@smoxesss	en	Scott Cashmore	https://t.co/sQCKEBeZ0T real truth about broke down cheap arse Britain and it's current systems #2016 #dead #wtf #truth #anger #survial	-1;-1	n/a	[]
anger		2016-11-19 07:49:03 +0100	799867063800045568		@emilywspeaks	en	Emily Wu Truong	A lot of people dump poison, #anger, #resentment & #criticism. Don’t take it personally. Just smile, wave & wish... https://t.co/MsJketZPvI	-1;-1	n/a	[]
anger		2016-09-30 04:03:06 +0200	781675710628917248		@cailynblonstein	en	cailyn blonstein	"Saw a video today...reminded me of us...but it's not a sweet thing." #wut	-1;-1	n/a
anger		2017-04-10 15:34:30 +0200	851428173547847680		@biagoodgurl	en	Bia Da fəˈsēSHəs	Don't #praise my realness because some don't hate me, they #hate the way I'm #loved by others… https://t.co/eMCPh6XdyX	-1;-1	n/a	[]
anger		2017-04-10 23:30:32 +0200	851547973397995520		@janvanderwijk	en	ʞɾı�? ɹ�?p u�?ʌ u�?ɾ	FUCKING KICK ASS TRACK https://t.co/okybsxheru #tiesto #arminvanbuuren #afrojack #trancefamily #trance #nowplaying #rave #rage	-1;-1	n/a	[]
anger		2017-04-13 16:50:20 +0200	852534421861285888		@aih_fori2	en	aih_fori2	A person #hates u for 1 of 3 reasons. They 1) want 2b U; 2) #hate themselves. 3) C U as a #threat. (& don't tell me hate doesn't exist!)	-1;-1	n/a	[]
anger	#anger	2016-06-14 09:19:48 +0200	742617519312113664		@Lifebest4happy	en	Happy Travel	My humour has always come from anger, but I have to make sure I don't just get angry and jump on a soapbox. ~Carl Hiaasen #anger
anger		2017-04-28 16:42:28 +0200	857968261371232257		@BettysLove	en	Betty's Love	Don't wanna RAIL re #TRUmp[NEWLINE]ANY day[NEWLINE]butAND[NEWLINE]#FridayFeeling[NEWLINE]EVERY day:[NEWLINE]#Hate KILLS.[NEWLINE]https://t.co/FN7U1EOL7m… https://t.co/gyF7Qczss8	-1;-1	n/a	[]
anger		2016-05-26 11:18:35 +0200	735762042724876288		@LifeQuotes_999	en	Inspirational Quotes	Yes we #hate #mysoginistpigs and No we do not hate #men in general..only the #douchebags 😠… https://t.co/KgOvkdHMC5 https://t.co/fOeQvgeLeu	-1;-1	n/a	[http://pbs.twimg.com/media/CjXzretUgAAWxFx.jpg]
anger		2016-11-18 10:59:40 +0100	799552645233078272		@BANtheFedoraHat	en	BANtheFedoraHat	@donnabrazile is such a "hippo-crite" It's a shame that the #left can't channel their #hate into real change.… https://t.co/XG9eBu7sus	-1;-1	n/a	[]
anger		2017-04-22 01:00:49 +0200	855556960435023873		@VanessaLougoon	en	Vanessa Lougoon	Anger is a sign that somethings not fair! https://t.co/9q0ADrsZpy #anger #mindbodysoul #consciousness #wellness #mindbodyspirit #mindfulness	-1;-1	n/a	[]
anger		2017-04-28 04:32:19 +0200	857784511316230144		@subschneider	en	Mark Schneider	@csmith820821 @lovetocook12345 @MarkYoungTruth @debele1901 That is harsh. 100% true, but harsh. The #Left really is full of pure #Hate.	-1;-1	n/a	[]
anger		2016-09-02 19:05:18 +0200	771755896141647873		@MarkFromWI	en	Mark From WI	We don't think about "#BLACKlisted" as a derogatory #hate term?[NEWLINE]#VeteransForKaepernick proves how BROKEN America is![NEWLINE]https://t.co/gup6QdYV2C	-1;-1	n/a	[]
anger		2016-06-17 09:11:20 +0200	743702552861040641		@ursulakphoto	en	Ursula Kelly	It would have been so wonderful to have met this man who's life purpose was about #equality not #hate #NelsonMandela https://t.co/xCyQr0jTYv	-1;-1	n/a	[http://pbs.twimg.com/media/ClIph1UUYAIGp0z.jpg]
anger		2017-01-09 16:20:53 +0100	818477653007089665		@katydubs	en	Katy W	"you know why girls are so lucky? They can whisper" - @Chillington_BM  ........... #wut	-1;-1	n/a	[]
anger		2016-08-13 11:05:12 +0200	764387316341284864		@therealrafaqat	en	Rafaqat Ali Khan	'You cannot diminish #hatred with weapons. You cannot wipe out hatred with hatred. You need love.' HH #YounusAlGohar https://t.co/ZRiY1S77ri	-1;-1	n/a	[http://pbs.twimg.com/media/CpsRV4wWAAE6kNx.jpg]
anger	#hate	2016-09-04 00:44:02 +0200	772203526571171841		@SixIsSick	en	SIX	#VMAs kinda get worse each year :/ bring back the good #pop #music haha ...still enjoyed it !c #nohate... but kinda #hate Ari killed though	-1;-1	n/a
anger		2016-08-26 23:37:41 +0200	769287729184210944		@SylarusTV	en	IamSamael	LIVE NOW! Check me out ! #begsforfollow , catch me out makin some outplays in League! #Twitch #LeagueofLegends #rage https://t.co/mAqWdiXS31	-1;-1	n/a	[]
anger		2016-12-20 02:22:19 +0100	811018861180907520		@DSKPhillygirl	en	Deborah S Kravitz	@realDonaldTrump You are still a LOSER, over 2,800,000 more voters were for @HillaryClinton for President. You won on #Hate, feel good?	-1;-1	n/a	[]
anger		2016-02-20 18:09:06 +0100	701091218650828800		@Taoist_Skeptic	en	James Taoist	@Pen_Bird Perhaps... but the current #anger #racism #violence is really gelling w/ Trump supporters.[NEWLINE]@ErinTaylor14 @jazzmessenger	-1;-1	n/a	[]
anger		2017-01-21 03:31:50 +0100	822632770090496001		@Pres_Gaslight	en	President Gaslight	you are an angry lil pepe aren't you?[NEWLINE]I have the best #hatred ... seriously, my ppl are so good at #hate [NEWLINE]#MAGA3X… https://t.co/D0ltJadWKw	-1;-1	n/a	[]
anger	#anger	2017-01-26 15:30:41 +0100	824625610752458753		@callport	en	Chris Allport	Who Does Anger Really Punish? https://t.co/Vsr6W780nb #anger #personalleadership	-1;-1	n/a	[]
anger		2017-05-07 05:36:13 +0200	861062087124103170		@scHRikz	en	R⭕�? ✪✿  ✿	#MIND is not a #dustbin to keep #anger #hatred & #jealousy. It is a #treasure box to keep #love #happiness & sweet… https://t.co/u2Uh4a9XvO	-1;-1	n/a	[]
anger	#rage	2017-02-21 17:04:30 +0100	834071305884413952		@PulpNews	en	PulpNews Crime	High speed, not road #rage, caused #fatal rollover crash, #police say - Feb 21 @ 11:04 AM ET  https://t.co/djrLXGwi4i	-1;-1	n/a	[]
anger		2017-03-08 17:44:09 +0100	839517101530427393		@kramdas	en	Kavita N. Ramdas	@ahindu_ sad you don't understand basic #compassion and don't understand the basic teachings of #HinduPhilosophy why so #Insecure?Why #Hate?	-1;-1	n/a	[]
anger	#hate	2017-02-09 15:06:29 +0100	829692953513844742		@46steve	en	steve bridges	Farage and Hopkins will be mightily displeased #hate@LBC https://t.co/KgYYAzuQRy	-1;-1	n/a	[]
anger		2017-02-25 04:12:33 +0100	835326591035043840		@RealSeek	en	Michael Herbert	More Symptoms of #Trump Inspired #Hate & #Xenophobia + Tacit Support of White Supremacy in #America!  https://t.co/HnAvPEJef6 via @YahooNews	-1;-1	n/a	[]
anger	#wut	2016-08-30 13:44:37 +0200	770588026535677952		@c_garbs6	en	Christyne Grabanski	I've been having some WEIRD dreams lately. Have me waking up every morning saying "wtf..." #wut	-1;-1	n/a
anger		2017-04-28 15:44:17 +0200	857953618661707776		@NormalcyBias	en	Aneda Ceeko	#NationalSuperheroDay  Unequivocally w/o doubt #BernieSanders. He's#proved #criticism #hate&#lies will not #hault his [NEWLINE]#fight4American ppl.	-1;-1	n/a	[]
anger		2017-01-29 00:31:34 +0100	825486504365432833		@haeranayo	en	H (혜란)	#hate is not #christian. but i am so very damned annoyed the #whitehouse is claiming their values as christian. shut up and heart attack.	-1;-1	n/a	[]
disgust		2016-04-09 15:38:36 +0200	718795248583839745		@POSY1022	en	Miss American Pie	Last night this guy tried to dance with me and it felt so nice to tell him I was taken and actually mean it😄 #disgust	-1;-1	n/a	[]
disgust		2017-02-24 16:04:19 +0100	835143323291549696		@justiceseekrmeg	en	justiceseekermeg	More are leaving....in #disgust @realDonaldTrump unable to let in that he is #dispicable #NotMyPresident… https://t.co/VYdbB8DJRN	-1;-1	n/a	[]
disgust		2017-01-23 06:10:38 +0100	823397509024206848		@HennaK92	en	S-A	Didn't expect from Karan and Farah to stoop so slow. 👎�?�#Disgust #BB10	-1;-1	n/a	[]
disgust	#drink	2017-04-20 21:22:45 +0200	855139695587545088		@JordanKnopf	en	Jordan Jxk	So disgusting 😂😂😂😂😂 #starbucks #unicorn #drink #disgusting #snapchat https://t.co/sluAGlJ4TP	-1;-1	n/a	[]
disgust		2016-12-07 17:34:31 +0100	806537381226696704		@maci42	en	Maci 42	@ABC @TheView disrespect continues? These are not views, its reputation demolition. Used to dvr, now turn off. Give Trump a chance!#disgust	-1;-1	n/a	[]
disgust		2016-01-15 15:05:22 +0100	687999015766618112		@223star	en	Claire	Is the rumour really true that our championship winning, trophy winning manager was sacked over the phone @JonLansdown @bcfctweets #disgust	-1;-1	n/a	[]
