anger	#rage	2017-05-01 23:30:06 +0200	859158008504430593		@janvanderwijk	en	ʞɾı�? ɹ�?p u�?ʌ u�?ɾ	FUCKING KICK ASS TRACK https://t.co/okybsxheru #tiesto #arminvanbuuren #afrojack #trancefamily #trance #nowplaying #rave #rage	-1;-1	n/a	[]
anger		2017-01-06 03:52:36 +0100	817202174891528192		@atlanta_amy	en	amy	i have no idea why, but i am in a rage. go away. all of you. #rage. https://t.co/SFUyaMuykP https://t.co/vdnNIyFZ9I	-1;-1	n/a	[http://pbs.twimg.com/media/C1dJC-pUUAEfa8p.jpg]
anger	#sarcasm	2017-01-24 04:07:44 +0100	823728968901730306		@CSchroeder406	en	Cody Schroeder	@_EmmaRaymond_ @ryyryyy_ well arnt we off to a good start haven't even met me and you hate me #hatersgonnahate… https://t.co/qDMAIhvv45	-1;-1	n/a	[]
anger	#emotions	2017-02-08 21:50:13 +0100	829432165658161152		@BeWITHkids	en	Be WITH kids parent	I wish more parents were able to remain well grounded grown-ups when kids need them the most. https://t.co/xZEWK97KTU  #hatewords #emotions	-1;-1	n/a	[]
anger		2017-04-29 16:32:05 +0200	858328036155981824		@AngerCure	en	Anger Cure	Dangers seem smaller, actions seem less risky, ventures seem more likely to succeed, and unfortunate events seem less likely. #Anger	-1;-1	n/a	[]
anger		2016-03-30 18:33:14 +0200	715215317790797824		@1983dannyp	en	Daniel Patterson	Howay @gregjames I'm sat with me phone waiting to get the number to rage and you haven't announced it grr #rage	-1;-1	n/a	[]
anger		2016-07-24 07:27:10 +0200	757084689748336640		@DeveloperAgent	en	Developer Agent	Why do so many people and companies hate Agile? #hate https://t.co/xZd56ViybM	-1;-1	n/a	[]
anger		2016-01-19 07:07:42 +0100	689328358275084288		@onairclaire	en	Claire Kinnaird	What annoys you, more than it should? "Baby Tea" does it for me. #rage haha! :)	-1;-1	n/a	[]
anger		2016-12-02 07:12:38 +0100	804568940492058624		@RVBizz	en	RVBIZZ NETWORKER	#Quote: The world needs anger. The world often continues to allow evil because it isn't angry enough. ~Bede Jarrett #anger	-1;-1	n/a
anger	#anger	2017-04-04 19:42:30 +0200	849316258059366400		@AngerCure	en	Anger Cure	In inter-group relationships, #anger makes people think in more negative and prejudiced terms about outsiders.	-1;-1	n/a	[]
anger		2016-07-13 12:15:02 +0200	753170866888962048		@AmeRoSharky	en	Amy M™	#Ignorance is the gasoline fuelling the raging fire that is #hate.[NEWLINE]You can't defend yourselves in that battle w/ hate, nor w/ fucking guns!	-1;-1	n/a
anger		2016-02-11 02:28:04 +0100	697592908988284931		@ReverendJasmine	en	Jasmine O M Taydog	Oooh myyyy gaaaaahhhd I need the internet at home again I'm missing everything and learning nothing! #fury #rage #sadness	-1;-1	n/a	[]
anger	#hate	2016-06-13 01:55:36 +0200	742143344395051008		@onestopjosh	en	Joshua Ristaino	@realDonaldTrump This was mass murder of LGBT people. Why can't you mention that??! Hypocrite! You help perpetuate #hate. #Shame on you.
anger		2017-01-04 16:48:02 +0100	816672547269906432		@Sexxy_Lacey36G	en	💋Sexy💋EroticMe👠	For a woman that admits to have #Implants claims my boobs r LOL~And if I am 63 ..damn I look good~More #Hate No Imp… https://t.co/UtEEjLkxEz	-1;-1	n/a	[]
anger		2016-12-31 13:56:00 +0100	815179700523843584		@morwennaf	en	Mistle-Mo	Nah, body, it's totally cool that we woke up every two hours... it's not like I have SHIT TO DO TODAY. #rage Gonna TRY to go back to sleep.	-1;-1	n/a	[]
anger		2017-03-18 23:30:04 +0100	843228033267974144		@janvanderwijk	en	ʞɾı�? ɹ�?p u�?ʌ u�?ɾ	FUCKING KICK ASS TRACK https://t.co/okybsxheru #tiesto #arminvanbuuren #afrojack #trancefamily #trance #nowplaying #rave #rage	-1;-1	n/a	[]
anger	#hatred	2017-02-14 20:23:45 +0100	831584733255446528		@texascmr	en	Cindy	@smcosta1969 @SecondLady @VP I almost blocked @mskristinawong but then I realized that #Hatred is all she has; so sad & sorta pathetic...	-1;-1	n/a	[]
anger	#anger	2017-04-30 05:50:13 +0200	858528892289781760		@BeverleyGlazer	en	Beverley Glazer	#Anger #management Tip: Think first. Don't jump to conclusions More tips here https://t.co/Eh1MAE1msQ #lifecoach #lifechangingchoices	-1;-1	n/a	[]
anger		2016-04-17 22:21:11 +0200	721795666494631937		@fmiacc1	en	.	Never respond to an angry person ... #anger #innerpeace #mindfulness https://t.co/sTZtjeL4qN	-1;-1	n/a	[http://pbs.twimg.com/media/CdpMw0zW0AAFrlo.jpg]
