disgust	#disguise	2017-02-28 23:24:47 +0100	836703725267922944		@EzShop4Me	en	EzShop4Me	Disguise Tongue Out Costume, Yellow, One Size via @EzShop4Me #Disguise #Apparel #EzShop4Me https://t.co/SX2yE5bZyJ	-1;-1	n/a	[]
disgust		2017-04-15 20:04:29 +0200	853308059371790336		@godlesshelp	en	Gary C ...	Just finished watching this .. I can not express my #disgust for how fucked up this county Was & Is .. #Thankstrump [NEWLINE]https://t.co/mCIQIb8ReW	-1;-1	n/a	[]
disgust	#disgust	2017-01-12 19:56:16 +0100	819619017346478080		@Urban_Urbane	en	Urban Urbane	Disgust Makes Dirt More Visible https://t.co/ytfaCdWpc0 via @LiveScience #cleanliness #hygiene #disgust	-1;-1	n/a	[]
disgust	#disgust	2017-02-14 05:11:53 +0100	831355257980645376		@KARMArie88	en	Karen Marie	@brianklaas I think #repubes should change their name 2 the #HypocriteParty or the #LyinSackOShit party or both. Either way they #Disgust me	-1;-1	n/a	[]
disgust	#disgust	2017-02-13 10:29:04 +0100	831072690333220865		@FatFitPro1	en	FatFitPro	Day 1 #bleugh #disgust https://t.co/mkTcJKoxu2	-1;-1	n/a	[http://pbs.twimg.com/media/C4iQMHLWMAAn1Qu.jpg]
disgust	#disgust	2017-03-26 19:22:20 +0200	846049691745865733		@ameera007	en	?????	Yous #disgust me	-1;-1	n/a	[]
disgust	#disgust	2017-01-08 04:29:44 +0100	817936295745961984		@Rogersville_TN	en	Jonathan Case	@_Peter_Cook Attitudes as exhibited by @MJB_SF ensure that progressives will never sustain leadership. Ultimate arrogant ignorance. #disgust	-1;-1	Rogersville, TN; United States	[]
disgust		2017-05-05 18:13:00 +0200	860527758912499712		@MrsPuertoRico	en	Geneva	@Delta @UnitedAirways needs fire or retraining ur inflight crew.employees need to realize passengers are the reasons for paychecks #disgust	-1;-1	Queens, NY; United States	[]
disgust	#disgust	2017-02-26 04:29:22 +0100	835693209481281537		@KASHMIRIBOY311	en	?hM?) ??nv!r	Caprice #FarooqAbdullah from hump you think that Kashmiri boys sacrificing their lives for freedom whre it was when you're in power #Disgust	-1;-1	n/a	[]
disgust	#disgust	2017-02-27 05:29:45 +0100	836070794388176896		@JaszBaaby	en	HollyHood?	Ewwwww I hate that when I don't be in shit , shit FINDS me to be in .. #disgust	-1;-1	n/a	[]
disgust	#disguise	2017-01-02 12:21:26 +0100	815880677065244672		@albert_tjoeng	en	Albert Tjoeng	The #giraffe in #disguise https://t.co/9skgbMQbEQ	-1;-1	n/a	[]
disgust		2017-03-29 15:02:07 +0200	847071372354318340		@imaocgirl	en	imaocgirl	@PressSec. You have no respect..2nd x @AprilDRyan has been attacked #disgust #shameful https://t.co/lgtqOUHc4g	-1;-1	n/a	[]
disgust		2017-04-28 00:42:35 +0200	857726697365549056		@twohorrors	en	Two Sentence Horrors	Lord of the Flies https://t.co/gQAXKfCaOF #byronrempel #darkart #death #disease #disgust #fly #horrorart	-1;-1	n/a	[]
disgust	#disgust	2017-02-28 12:20:53 +0100	836536647885934592		@folkinhoosier	en	Lively	I'm going to try to go a week without tweeting a snarky comment about our political situation.  I'm going with #laughter over #disgust.	-1;-1	n/a	[]
disgust		2017-02-02 13:24:09 +0100	827130482492051456		@AndyPT	en	Andr� Melancia	This is absolutely #disgusting... What sort of parents are this that raise kids offering them real weapons? #Shame https://t.co/xh0TIl1QV0	-1;-1	n/a	[]
disgust	#Viral	2017-02-16 00:00:16 +0100	832001610012307457		@BundyNews	en	BundyTvNews	#Disgusting #Cyst #Popping #out #Gross #Satisfying #video #Viral https://t.co/UBsHXVrWUO	-1;-1	n/a	[]
disgust		2017-02-11 03:06:27 +0100	830236527993053184		@USAObserver	en	American Observer	@RitaPanahi @Craftmastah   But they did teach you to #hate use #deception with #intolerance for 6 billion non #Muslims #hater #disgusting	-1;-1	n/a	[]
disgust	#sad	2017-02-21 18:41:28 +0100	834095709502713861		@mel_shah	en	Shah	#sad #disgustingAct Respect the dead https://t.co/4GuL83cOfK	-1;-1	n/a	[]
disgust	#disgust	2017-01-03 17:35:58 +0100	816322219110526976		@alanp90210	en	alan90210	This is @GOP priority  #really #draintheswamp  #Disgust  @SpeakerRyan  @SenSanders  @SenWarren  @MMFlint  @CNN https://t.co/2roLQPbpaN	-1;-1	n/a	[]
disgust	#disgust	2017-03-14 01:38:17 +0100	841448360762564608		@jnesky88	en	Jeanie	I don't have any love for #45 but this is just totally uncalled for! #Disgust https://t.co/iX3Q2Dvk8H	-1;-1	n/a	[]
disgust	#disgust	2017-03-23 10:15:01 +0100	844839893645717507		@BestOfCrap	en	BestOfCrap	https://t.co/b2u1QshV2l @DonaldJTrumpJr  your just as disgusting as your father @realDonaldTrump #LikeFatherLikeSon #Disgust #ImpeachTrump	-1;-1	n/a	[]
disgust	#sad	2017-03-07 00:51:22 +0100	838899841069694977		@rheesieb	en	Rhesa B	Is anyone really surprised by the distribution of nude photographs of female #USMarines considering the behaviour of #POTUS #SAD #disgusting	-1;-1	n/a	[]
disgust		2017-03-17 04:16:28 +0100	842575331936665600		@cardlink62	en	Garry Harville	@haskinstheodore Just exposed your lack of civility, humanity & character. "Go ahead & open your mouth" Really? #Disgusting #Shameful #hate	-1;-1	n/a	[]
disgust		2017-04-10 04:18:09 +0200	851257967748009986		@loftuslane	en	Loftus Lane	@hamzayusuf @b2dac [NEWLINE][NEWLINE]You're both pathetic.[NEWLINE][NEWLINE]Fuck each other then kill yourselves.[NEWLINE][NEWLINE]#Disgust	-1;-1	n/a	[]
disgust	#freedom	2017-03-25 00:52:50 +0100	845423192684548096		@This_Is_Absurd	en	Christie Mealo	@FreeSpeechBus ...#right because your #freedom matters but other people's doesn't. Good campaign! ???#Free to be #hateful & #disgusting!	-1;-1	n/a	[]
disgust		2017-04-13 23:13:04 +0200	852630740235952132		@KLowgren	en	K Lowgren	@RWPUSA @ErikLacitis Interesting how DT finds the most vile, disgusting bottom-feeders of the world to trash our great nation #disgust	-1;-1	n/a	[]
disgust	#disgust	2017-01-04 15:22:18 +0100	816650968502849541		@internetinfos	en	Rolf Joho	#Play Doh "INSIDE OUT" #Joy, #Disgust, ... -  ... - https://t.co/kyNoAGUEEQ - #Barbie #BarbieDolls� https://t.co/NMRKVmhDmH	-1;-1	n/a	[]
disgust		2017-02-21 18:23:29 +0100	834091185635463168		@TheDailyGeeky	en	TheDailyGeeky	#Would YOU Don A #Disguise & Spy On Your Bestie's #First #Date?! - https://t.co/dzBqxIx4ur #Besties https://t.co/0u7MMvYTqX	-1;-1	n/a	[http://pbs.twimg.com/media/C5NJgwkWEAI2rEZ.jpg]
disgust		2017-05-03 04:41:49 +0200	859598842613841920		@Kelpsd08	en	Kelly Pierce	Ditto Himee. Ditto. #smh #disgust https://t.co/EsZA2ngDzh	-1;-1	n/a	[]
disgust	#disgust	2017-04-03 04:54:44 +0200	848730456929353728		@Stevevillano11	en	Steve Villano	Who�s more amoral?  #O�Reilly or #Fox which has paid $13 million to cover-up harassment claims against him. #DISGUST https://t.co/eZHVpZyBgz	-1;-1	n/a	[]
disgust		2017-01-02 05:36:46 +0100	815778838051360770		@n82914647	en	nelya	Check out Disguise Disney Princess Ariel Deluxe Toddler Costume- XS(3T-4T) #Disguise https://t.co/5YeGH2pOgc via @eBay	-1;-1	n/a	[]
disgust		2017-03-20 10:44:59 +0100	843760271227203584		@escue1	en	S Q	#incredibleindia #shame this is this the mindset? #disgusting https://t.co/HZIgyocqNM	-1;-1	n/a	[]
disgust	#disgust	2017-01-03 07:56:34 +0100	816176409588613120		@ShellyRaihala	en	Shelly Emiko R�ih�l�	G. didn't really comment, but I later told him Fadi was looking at him with #disgust, in many of their #Twitter pics.	-1;-1	n/a	[]
disgust		2017-03-17 03:55:41 +0100	842570102474125313		@MrGGeezuss	en	Javier Gallo	#Facts you hoes #Disgust me. https://t.co/y0dkk74wmR	-1;-1	n/a	[http://pbs.twimg.com/media/C7FpCidU0AA8e8P.jpg]
disgust		2017-02-17 00:51:48 +0100	832376966124814337		@jessfischer75	en	Jessica Fischer	A terrible fucking day for women #disgust https://t.co/R5BAwlLS0d	-1;-1	n/a	[]
disgust	#human	2017-02-02 19:31:18 +0100	827222881620914176		@nahtEaginuZ	en	EZ ?	#Disgusting #swine #rushlimbaugh jus refered to 1,200+ #refugees fr #Australia agreement as ' #human #debris the rest o #world doesn't want'	-1;-1	n/a	[]
disgust		2017-03-29 14:21:20 +0200	847061108695470081		@kastc	en	Chris Kast	@SenatorCollins you #disgust me how can you vote 4 the @POTUS #puppet @GorsuchNeil? U r putting my rights in #peril.	-1;-1	n/a	[]
disgust		2017-03-15 05:18:42 +0100	841866218122412032		@MikaBarnhart	en	Sophia Hughes	#disgust sex black girls on phone https://t.co/XqKfpGzrK4	-1;-1	n/a	[]
